ID_Transaccion;Categoria;Turno_Entrega;Tiempo_Despacho_Min;Monto_ARS
11078;Indumentaria;Mañana;6.329.255.353.068.360;31.292.832.868.928.600
11424;Ferreteria;Tarde;6.347.976.706.904.450;10.438.817.424.033.300
10824;Ferreteria;Mañana;324.196.571.444.416;2.379.179.236.922.350
10072;Electronica;Noche;2.889.556.490.996.820;2.102.185.908.862.120
10032;Ferreteria;Tarde;57.133.938.007.069.400;4.029.927.527.933.430
11401;Hogar;Tarde;8.343.791.488.998.770;5.850.526.786.126.970
10661;Hogar;Tarde;613.475.330.467.565;11.641.598.775.229.200
11089;Indumentaria;Tarde;4.000.242.502.753.600;3.366.370.216.815.280
11111;Electronica;Mañana;6.594.942.719.260.960;31.106.087.374.998.700
10984;Ferreteria;Tarde;6.081.193.014.028.460;29.525.735.836.422.900
11420;Electronica;Mañana;27.094.335.185.087.500;250.359.963.901.482
10156;Hogar;Noche;690.917.923.774.694;3.057.652.219.211.500
11261;Hogar;Tarde;4.956.954.444.522.070;25.422.204.130.382.500
10248;Electronica;Mañana;4.315.232.677.784.920;11.010.031.390.908.800
10941;Electronica;Tarde;4.280.486.469.517.740;3.607.184.392.937.610
10063;Electronica;Mañana;5.361.462.661.257.720;951.532.256.386.351
10557;Indumentaria;Noche;3.798.848.484.262.540;24.727.080.779.885.200
10745;Indumentaria;Noche;6.293.004.177.004.220;16.867.512.967.901.200
10829;Ferreteria;Tarde;28.519.462.839.229.400;3.373.513.051.323.280
10605;Hogar;Mañana;4.960.406.561.039.320;21.652.231.755.862.400
10603;Indumentaria;Mañana;5.511.601.862.241.470;2.901.957.813.383.200
11363;Indumentaria;Tarde;2.463.313.657.113.180;14.252.584.263.026.400
10954;Hogar;Tarde;3.947.662.087.138.360;2.910.854.741.882.700
10560;Ferreteria;Tarde;7.549.940.654.199.680;2.261.762.080.364.560
11002;Electronica;Noche;4.896.966.007.681.930;2.666.803.856.930.590
11223;Hogar;Noche;4.565.810.039.743.460;18.653.392.083.983.400
10062;Electronica;Tarde;44.592.623.498.938.800;18.491.649.964.816.600
10176;Hogar;Mañana;2.508.426.156.365.080;21.480.296.700.747.300
11012;Indumentaria;Tarde;3.661.507.908.177.000;2.478.647.027.871.580
11082;Electronica;Mañana;304.032.695.966.802;2.624.239.873.185.950
11039;Hogar;Noche;35.581.751.783.373.100;17.624.403.783.479.500
10595;Ferreteria;Mañana;6.962.290.422.966.220;24.367.504.130.733.700
11026;Indumentaria;Tarde;46.443.911.646.050.700;29.480.121.179.263.400
10263;Electronica;Noche;3.244.021.381.002.910;13.888.118.910.620.300
11387;Ferreteria;Tarde;5.576.536.112.159.190;2.218.044.107.379.180
10720;Indumentaria;Mañana;6.932.400.149.649.480;3.351.586.202.886.850
11365;Indumentaria;Tarde;4.472.261.117.410.420;354.274.675.321.259
10655;Electronica;Tarde;4.886.641.324.290.160;1.916.047.243.278.360
10762;Electronica;Tarde;2.690.593.036.075.790;2.645.339.418.322.770
10957;Electronica;Tarde;5.181.020.702.575.150;12.874.317.292.790.000
10652;Hogar;Noche;622.544.403.945.209;3.021.697.497.164.420
10151;Hogar;Mañana;4.955.167.126.386.060;28.360.943.986.015.700
11278;Electronica;Mañana;6.960.800.356.338.550;2.061.896.097.188.170
10351;Electronica;Mañana;4.830.104.449.450.070;2.282.835.411.638.340
11166;Electronica;Noche;30.175.967.127.347.800;2.866.013.192.101.390
11107;Indumentaria;Noche;6.408.088.473.509.820;1.969.616.975.928.620
11469;Electronica;Tarde;7.091.224.107.046.480;31.366.845.037.232.300
11405;Ferreteria;Noche;35.452.114.152.365.900;17.819.466.519.997.000
11390;Indumentaria;Tarde;3.529.026.887.504.940;228.185.757.473.592
10577;Indumentaria;Noche;4.373.021.187.227.350;20.026.387.550.088.800
10244;Hogar;Tarde;5.106.385.792.520.170;3.181.876.133.169.410
11421;Electronica;Tarde;4.047.980.325.462.670;2.305.896.969.759.870
11240;Electronica;Mañana;4.399.489.287.084.730;4.148.658.240.908.270
11100;Hogar;Mañana;3.605.407.173.096.770;26.476.514.820.363.000
10880;Electronica;Noche;5.889.366.482.287.330;2.307.817.706.982.040
10087;Electronica;Tarde;5.324.212.188.748.100;17.249.346.947.625.900
10825;Ferreteria;Tarde;5.104.232.581.624.460;19.887.596.823.319.700
10550;Electronica;Noche;44.725.447.739.677.600;14.008.003.620.613.500
10105;Indumentaria;Mañana;37.564.548.859.650.800;3.597.649.139.159.740
10409;Indumentaria;Noche;5.451.810.432.085.830;31.268.664.548.378.300
10767;Ferreteria;Tarde;7.378.501.339.827.900;3.206.118.461.610.490
10815;Electronica;Tarde;4.776.979.163.856.900;2.778.071.282.050.210
10076;Ferreteria;Tarde;5.790.306.363.030.720;19.844.904.569.615.700
11099;Hogar;Noche;3.990.597.548.267.440;3.309.477.666.911.530
11096;Indumentaria;Mañana;5.966.352.048.242.310;24.376.052.827.319.500
10380;Ferreteria;Mañana;5.618.106.296.018.100;15.659.997.125.223.700
10204;Ferreteria;Noche;2.896.124.109.071.760;12.859.702.943.876.800
10650;Hogar;Mañana;3.316.588.846.861.390;32.357.642.345.817.300
10835;Ferreteria;Noche;5.435.283.154.426.130;19.537.741.132.631.400
10507;Hogar;Noche;24.322.059.749.351.200;3.051.545.256.412.100
10851;Indumentaria;Tarde;5.024.392.499.040.440;2.794.529.356.042.760
10435;Ferreteria;Noche;180.861.415.423.491;28.769.149.998.096.700
10212;Electronica;Mañana;15.781.700.441.047.900;32.583.872.958.855.800
11400;Hogar;Tarde;4.562.584.066.823.540;2.436.378.185.833.440
11375;Electronica;Mañana;3.770.464.659.675.280;2.988.047.014.044.960
10093;Indumentaria;Noche;3.300.908.885.757.840;22.426.699.879.532.600
11334;Ferreteria;Mañana;4.758.276.138.360.230;2.919.021.769.246.940
10683;Ferreteria;Tarde;6.894.119.603.299.720;2.237.213.622.871.570
11027;Hogar;Mañana;233.416.563.380.413;884.784.619.967.294
10647;Electronica;Tarde;5.454.439.752.657.910;16.989.132.006.155.500
10947;Ferreteria;Noche;5.308.209.317.627.930;26.746.771.467.183.100
10714;Ferreteria;Mañana;300.565.191.566.622;16.099.373.583.911.500
11133;Hogar;Mañana;5.030.146.299.729.610;1.087.533.758.049.980
10290;Electronica;Tarde;7.529.756.837.481.380;4.049.963.917.550.730
11368;Electronica;Tarde;5.481.738.735.106.800;3.123.128.544.169.640
11406;Indumentaria;Noche;5.799.479.925.393.080;22.338.761.455.373.800
10701;Ferreteria;Noche;35.871.208.709.903.600;8.849.970.347.333.670
10520;Ferreteria;Noche;641.046.049.822.747;9.069.423.620.958.310
10498;Electronica;Tarde;4.056.034.734.891.390;17.025.461.580.024.200
11385;Ferreteria;Tarde;3.805.248.580.390.810;22.196.436.126.110.200
10227;Indumentaria;Tarde;344.509.271.615.479;3.367.780.913.739.950
10853;Hogar;Tarde;6.404.518.259.403.200;31.139.808.580.160.200
11259;Hogar;Mañana;11.859.725.912.649.800;22.114.500.244.180.300
10002;Electronica;Tarde;3.890.696.642.067.250;3.061.004.447.341.380
10222;Indumentaria;Tarde;5.313.695.792.250.350;27.703.469.765.077.200
11159;Ferreteria;Noche;3.874.946.099.648.490;27.174.365.481.058.600
10711;Indumentaria;Mañana;3.044.994.048.736.430;11.876.309.143.548.700
10018;Ferreteria;Mañana;18.857.635.023.996.300;2.198.142.791.905.390
10252;Ferreteria;Mañana;404.662.548.611.772;16.406.772.944.987.100
11233;Electronica;Tarde;3.376.824.617.033.970;22.019.449.260.988.400
11341;Ferreteria;Tarde;52.262.386.783.994.200;215.508.249.345.445
10185;Electronica;Noche;7.010.907.627.183.780;1.013.824.110.913.830
11411;Indumentaria;Noche;499.405.971.837.529;27.813.965.815.000.200
11054;Electronica;Mañana;2.555.964.569.622.910;1.393.652.039.746.570
11293;Electronica;Tarde;12.504.287.348.763.300;19.853.404.833.882.700
10238;Hogar;Mañana;4.858.962.700.230.510;23.574.244.156.918.100
10019;Hogar;Mañana;4.492.557.023.939.940;41.206.456.735.290.000
11297;Electronica;Mañana;56.009.838.411.278.400;3.995.415.426.572.990
11276;Electronica;Noche;3.310.311.982.249.270;3.000.119.090.808.310
10449;Indumentaria;Noche;46.697.013.565.199.500;1.653.183.959.965.950
10463;Electronica;Noche;5.363.669.673.999.670;2.841.461.579.812.800
10912;Electronica;Mañana;3.626.832.609.314.350;2.542.818.238.319.230
10395;Ferreteria;Mañana;34.267.924.543.027.900;1.852.569.370.204.560
10269;Hogar;Mañana;6.882.066.234.104.370;9.268.485.846.911.600
10842;Electronica;Noche;60.749.764.388.570.700;3.404.984.073.327.210
10942;Ferreteria;Noche;31.132.541.861.165.900;3.742.432.861.034.110
10381;Indumentaria;Noche;3.171.126.006.061.080;2.757.240.410.437.980
11396;Hogar;Tarde;48.099.696.571.475.000;4.268.712.794.240.620
10438;Hogar;Mañana;3.737.316.989.955.380;30.436.098.032.635.200
10329;Ferreteria;Tarde;5.132.210.174.813.850;36.982.212.329.936.100
11435;Indumentaria;Mañana;26.739.058.215.161.000;3.066.848.251.885.310
10420;Indumentaria;Noche;5.709.846.265.021.490;1.863.448.189.603.770
11179;Hogar;Mañana;2.661.348.274.863.590;12.838.594.355.532.400
10679;Indumentaria;Mañana;4.179.431.772.006.170;20.109.417.766.247.100
11119;Indumentaria;Tarde;4.454.144.754.873.750;3.189.307.730.377.710
11253;Indumentaria;Noche;4.958.443.845.687.230;3.137.585.746.170.890
11135;Hogar;Noche;4.733.283.638.932.490;23.957.547.269.207.100
10296;Indumentaria;Mañana;454.098.414.129.626;2.579.940.137.773.790
10826;Hogar;Tarde;4.515.262.606.112.140;404.605.818.466.486
10455;Hogar;Mañana;5.022.408.339.604.080;28.530.172.276.173.500
10481;Indumentaria;Tarde;4.023.981.610.907.080;32.548.535.055.205.900
10415;Electronica;Mañana;3.488.669.390.532.200;26.812.735.931.942.400
10084;Hogar;Noche;26.813.140.817.261.500;3.385.480.145.751.850
11410;Ferreteria;Mañana;38.337.669.635.508.400;18.948.114.668.215.700
10972;Electronica;Mañana;4.697.579.834.301.470;21.937.464.124.601.100
11336;Hogar;Noche;4.213.773.891.818.480;26.429.243.848.103.300
10143;Ferreteria;Noche;3.963.424.226.596.130;26.007.871.635.591.200
10524;Indumentaria;Mañana;46.607.403.416.733.600;2.001.139.127.038.380
11070;Electronica;Mañana;3.248.453.731.505.970;12.475.004.348.884.300
10022;Indumentaria;Mañana;6.137.327.136.470.990;13.595.253.476.175.100
10680;Ferreteria;Tarde;53.404.596.619.846.500;196.275.031.953.259
10158;Electronica;Noche;3.011.485.740.187.720;1.468.187.534.587.950
10530;Electronica;Noche;2.827.878.439.012.660;17.135.022.923.345.200
11478;Indumentaria;Mañana;4.820.179.528.919.710;982.862.099.152.262
10665;Electronica;Noche;7.828.109.515.801.260;18.441.075.639.729.900
11151;Electronica;Mañana;570.438.595.362.099;22.921.220.663.975
11098;Indumentaria;Mañana;24.359.366.043.159.600;33.264.599.876.788.100
11127;Indumentaria;Noche;59.366.846.027.053;2.635.199.728.248.920
11176;Hogar;Noche;3.737.415.943.112.890;235.387.036.810.904
10476;Electronica;Tarde;57.134.782.725.494.600;3.154.501.828.998.540
10752;Indumentaria;Noche;4.096.508.239.044.980;3.395.060.522.965.130
11202;Ferreteria;Noche;56.236.347.663.796.000;3.227.848.177.962.850
10508;Ferreteria;Mañana;3.961.466.154.216.320;2.402.939.776.553.300
10274;Electronica;Mañana;6.396.867.566.007.690;13.792.645.375.126.900
10144;Ferreteria;Mañana;3.909.027.955.046.360;2.523.972.352.077.800
10601;Ferreteria;Mañana;27.640.200.195.232.700;20.989.076.644.128.300
10707;Ferreteria;Tarde;4.736.626.171.544.570;3.258.965.533.994.450
10444;Ferreteria;Noche;6.057.359.389.298.630;19.085.195.045.068.000
11091;Hogar;Mañana;8.889.836.895.240.860;16.396.617.785.242.600
10758;Electronica;Mañana;22.129.418.250.182.900;2.623.587.196.575.240
11138;Ferreteria;Noche;542.355.109.404.383;307.423.479.609.905
10877;Indumentaria;Noche;3.709.317.921.877.320;10.130.181.031.250.600
11493;Indumentaria;Noche;6.992.161.520.592.590;33.568.664.645.824.200
11177;Ferreteria;Noche;35.088.869.459.470.300;21.510.065.839.065.400
10841;Ferreteria;Mañana;6.874.838.294.538.750;9.439.450.137.090.300
10177;Hogar;Tarde;44.762.704.346.068.900;2.939.759.534.648.800
11445;Electronica;Mañana;2.424.819.722.897.010;3.939.695.008.041.540
10788;Ferreteria;Mañana;6.437.920.044.850.290;24.507.573.296.518.400
11299;Indumentaria;Noche;4.671.520.336.955.530;3.022.901.510.389.570
10298;Electronica;Tarde;3.860.359.462.330.240;1.831.204.126.722.970
10628;Hogar;Noche;4.770.874.809.912.540;3.041.318.351.439.420
11162;Indumentaria;Tarde;669.260.720.030.234;3.065.636.715.307.250
11189;Ferreteria;Mañana;5.472.132.546.990.610;242.725.746.174.106
10146;Hogar;Mañana;2.333.163.834.712.800;28.327.812.969.742.400
11137;Indumentaria;Tarde;4.688.549.733.265.470;3.798.110.030.428.330
11348;Ferreteria;Noche;2.021.449.476.444.280;2.251.704.973.134.960
11353;Indumentaria;Mañana;6.254.701.428.882.820;8.201.014.142.247.620
11407;Electronica;Tarde;6.911.461.381.674.320;3.514.111.500.848.360
10939;Indumentaria;Noche;7.950.593.464.027.750;23.976.202.915.771.800
10052;Hogar;Noche;6.366.050.922.202.290;3.198.813.139.575.800
11329;Electronica;Tarde;60.627.782.156.220.400;33.726.581.342.844.100
10431;Indumentaria;Tarde;8.045.576.803.945.050;1.888.043.807.297.370
10583;Indumentaria;Tarde;6.213.240.042.379.290;2.506.623.419.466.740
10911;Electronica;Tarde;32.335.814.722.155.000;3.507.106.698.631.620
11444;Hogar;Noche;320.406.132.474.718;5.774.587.259.263.840
10349;Hogar;Noche;6.665.994.998.361.810;2.515.275.775.966.050
11398;Ferreteria;Mañana;57.151.209.778.637.700;214.219.232.729.373
11301;Ferreteria;Mañana;4.059.229.445.479.340;23.938.854.845.927
10861;Electronica;Tarde;2.314.743.195.910.010;1.843.633.720.355.460
10042;Indumentaria;Mañana;3.593.491.392.655.030;18.328.125.166.404.200
10801;Indumentaria;Tarde;29.524.244.820.996.500;26.754.477.084.641.300
11480;Hogar;Tarde;68.414.246.986.486;21.237.574.859.168.300
10981;Ferreteria;Tarde;4.427.690.877.769.400;137.436.622.916.606
10792;Electronica;Tarde;5.493.721.590.246.770;3.377.360.505.686.640
10889;Electronica;Tarde;2.954.978.136.205.330;16.068.761.760.399.700
11077;Electronica;Mañana;22.133.769.928.185.300;16.225.713.300.405.200
10355;Hogar;Noche;5.019.266.618.749.110;220.282.280.011.076
11155;Electronica;Mañana;2.901.450.423.966.830;3.225.252.608.546.960
11316;Indumentaria;Mañana;5.059.249.487.697.940;22.504.784.135.128.900
11153;Indumentaria;Tarde;29.172.322.918.452.600;13.415.492.570.855.000
10968;Indumentaria;Noche;48.840.822.964.248.800;6.615.107.302.962.030
10559;Indumentaria;Noche;5.335.261.767.829.380;2.189.759.912.906.980
11043;Electronica;Tarde;5.656.558.379.929.880;22.950.875.247.716.500
10709;Ferreteria;Tarde;18.883.960.349.060.200;25.330.948.351.991.100
10708;Ferreteria;Tarde;4.221.994.315.776.360;2.296.601.494.869.810
10314;Hogar;Tarde;49.400.909.334.628.500;17.367.686.915.645.100
10716;Hogar;Noche;6.406.049.377.638.280;18.082.222.923.847.200
10916;Indumentaria;Mañana;3.609.307.016.615.510;4.209.216.596.232.080
10519;Indumentaria;Noche;13.261.200.067.935.100;12.657.494.863.440.200
10456;Indumentaria;Mañana;27.270.857.236.087.100;28.041.586.953.227.100
10798;Electronica;Mañana;585.517.355.413.665;18.877.759.504.453.200
11343;Electronica;Noche;3.898.896.646.218.910;31.634.271.307.407.000
10122;Indumentaria;Noche;563.881.649.987.975;23.328.000.314.450.100
11428;Indumentaria;Mañana;2.614.857.982.656.540;2.118.033.981.242.300
10098;Indumentaria;Noche;3.596.841.970.828.110;2.681.206.919.737.600
10991;Ferreteria;Mañana;4.225.212.981.424.310;17.349.780.339.478.900
10908;Hogar;Tarde;35.252.677.827.887.600;22.423.894.582.337.300
11392;Ferreteria;Tarde;3.871.026.682.002.410;2.563.034.414.566.270
10618;Hogar;Mañana;7.859.614.559.891.790;33.923.733.464.761.600
10620;Ferreteria;Noche;6.126.790.569.742.630;4.108.385.307.673.260
10734;Indumentaria;Mañana;6.003.127.824.885.610;12.677.300.055.028.800
11492;Hogar;Tarde;6.523.987.594.418.760;13.967.260.855.362.900
10782;Ferreteria;Tarde;4.758.891.155.872.290;1.891.861.555.907.820
10591;Ferreteria;Tarde;4.443.964.738.137.090;20.484.842.867.946.300
11156;Indumentaria;Tarde;3.349.473.709.647;14.734.839.932.429.900
10332;Ferreteria;Noche;7.415.815.339.662.900;2.507.235.366.559.170
11441;Indumentaria;Mañana;4.443.510.084.711.830;27.389.235.586.075.900
11289;Electronica;Tarde;28.773.787.690.517.300;19.630.851.145.895.000
10316;Hogar;Mañana;2.611.902.526.105.480;26.028.431.387.120.500
10742;Indumentaria;Mañana;5.254.927.003.224.970;17.045.786.306.488.300
10353;Ferreteria;Noche;360.879.813.483.767;22.248.191.428.529.600
11495;Electronica;Noche;3.701.008.541.236.860;29.471.247.689.313.200
10109;Hogar;Tarde;3.215.540.145.835.270;23.952.406.222.524.200
10379;Electronica;Noche;52.924.545.520.003.700;2.164.670.446.532.820
10545;Ferreteria;Tarde;26.689.949.254.771.300;14.155.764.003.389.800
10104;Indumentaria;Mañana;6.717.190.239.259.890;3.120.613.773.922.540
11366;Hogar;Mañana;5.552.773.928.238.130;2.211.974.802.404.030
11161;Electronica;Noche;511.609.599.490.364;13.707.470.758.528.300
11340;Hogar;Tarde;4.859.383.321.086.250;25.247.403.342.259.900
10187;Hogar;Tarde;4.795.950.629.989.270;2.214.609.149.392.770
10899;Hogar;Noche;5.616.876.040.799.510;15.406.902.125.213.800
11088;Ferreteria;Tarde;5.652.269.346.694.270;17.969.704.893.343.100
10276;Electronica;Tarde;3.294.954.305.909.590;23.530.695.739.980.200
10768;Ferreteria;Noche;7.323.542.787.770.210;21.564.278.851.990.700
11129;Indumentaria;Noche;6.401.883.199.997.830;1.540.498.307.672.050
10849;Indumentaria;Noche;5.125.895.171.787.270;3.062.153.907.855.010
10638;Indumentaria;Noche;7.087.675.998.387.850;4.074.781.046.741.230
11124;Indumentaria;Mañana;4.563.723.808.384.760;3.179.695.573.960.560
10425;Electronica;Tarde;6.102.807.234.873.860;229.403.185.207.086
10741;Indumentaria;Noche;4.225.232.596.642.150;31.488.706.718.316.700
10103;Ferreteria;Mañana;308.977.662.834.493;19.140.252.343.906.700
10818;Ferreteria;Mañana;4.244.730.500.240.170;22.042.423.552.231.300
10975;Indumentaria;Noche;4.514.896.529.599.900;1.909.094.245.086.550
10715;Ferreteria;Mañana;4.407.685.089.179.920;16.757.548.213.645.200
11231;Ferreteria;Noche;3.617.645.310.618.470;19.845.745.460.411.600
10445;Hogar;Mañana;4.629.551.350.610.130;19.225.702.390.124.700
11051;Electronica;Mañana;475.416.274.628.953;3.490.690.266.008.080
10756;Indumentaria;Mañana;3.355.276.765.284.420;2.347.873.645.009.010
11443;Hogar;Mañana;33.762.851.029.595.900;17.619.258.665.379.700
10163;Ferreteria;Mañana;6.459.836.192.646.520;3.058.576.668.908.380
10013;Hogar;Noche;611.427.498.199.548;1.802.277.056.645.360
11372;Ferreteria;Mañana;4.803.081.924.038.460;2.185.982.636.056.960
11085;Electronica;Tarde;2.475.676.727.738.440;2.901.615.416.797.490
10168;Hogar;Tarde;3.626.044.688.550.820;30.123.177.479.293.400
10993;Ferreteria;Mañana;5.523.089.262.865.200;30.011.923.212.084.400
10581;Electronica;Noche;2.970.657.552.420.170;2.156.314.044.833.500
11485;Hogar;Noche;5.608.373.206.565.520;1.328.446.213.269.060
10224;Indumentaria;Noche;5.112.517.746.592.160;3.500.763.579.381.470
10892;Electronica;Tarde;24.283.353.661.278.700;1.780.986.220.378.080
10059;Electronica;Tarde;5.564.300.365.961.060;8.820.307.322.232.840
11032;Electronica;Tarde;5.701.746.029.735.880;16.758.750.932.291.200
11214;Indumentaria;Tarde;6.076.642.681.048.990;12.901.795.258.071.400
11185;Ferreteria;Mañana;5.049.848.635.789.680;2.582.363.533.591.120
10986;Ferreteria;Mañana;5.951.231.623.857.950;13.507.658.127.646.100
11304;Indumentaria;Mañana;4.265.239.453.746.940;17.245.778.501.342.700
10235;Ferreteria;Mañana;7.372.068.458.996.980;1.724.856.521.401.130
10918;Ferreteria;Mañana;5.717.910.492.592.930;17.526.818.295.137.200
10567;Ferreteria;Mañana;3.963.133.364.428.250;2.093.391.719.283.890
11094;Indumentaria;Mañana;4.995.436.294.699.710;2.603.309.562.516.130
11238;Electronica;Tarde;4.938.977.081.100.890;2.864.549.623.131.750
10552;Electronica;Mañana;25.979.466.757.482.700;2.520.901.978.348.630
10319;Indumentaria;Tarde;5.598.210.845.227.670;2.556.198.862.571.830
10917;Ferreteria;Noche;3.051.363.876.590.610;14.890.333.648.167.900
10440;Electronica;Noche;5.743.987.235.892.230;18.966.351.348.839.600
10699;Hogar;Mañana;5.855.221.062.811.020;2.045.996.052.890.300
10392;Ferreteria;Noche;7.291.026.668.805.800;3.543.270.768.037.590
10596;Electronica;Tarde;4.374.598.292.113.610;3.127.992.463.076.920
11065;Hogar;Noche;6.688.660.735.952.960;1.908.533.768.514.620
10832;Hogar;Tarde;61.418.104.031.991.300;2.845.163.067.195.800
10393;Ferreteria;Noche;5.788.965.146.540.160;3.971.014.739.013.090
11016;Indumentaria;Noche;5.136.709.641.371.860;33.867.653.251.542.500
10539;Indumentaria;Mañana;2.732.005.365.793.120;2.215.453.671.793.690
11224;Electronica;Tarde;3.877.497.626.497.320;4.047.744.983.531.050
11490;Electronica;Tarde;6.740.907.299.697.510;2.804.312.843.118.320
10705;Electronica;Tarde;3.909.364.025.290.180;1.851.693.044.460.010
